Product Name,Product Code,Category Name,Type (rent/sell),Color,Size,Rent Price,Sell Price,Discount %,Rental Gap (Max Times),Design Details,Image Filename,Status
ANGRAKHU-716[34],A-716[34],ACHAKAN-ANGRAKHU,RENT,GOLDEN,34,15000,,,1,GOLDEN TISHYU DIAMOND TACHAP,,AVAILIBLE 
ACHAKAN-717[34],A-717[34],ACHAKAN-ANGRAKHU,RENT,GULABI,34,3500,,,1,LIGHT GULABI,`,AVAILIBLE 
ACHAKAN-718[38],A-718[38],ACHAKAN-ANGRAKHU,RENT,ORANGE,38,3500,,,1,ORANGE NEW,,AVAILIBLE 
ANGRAKHU-719[36],A-719[36],ACHAKAN-ANGRAKHU,RENT,GOLDEN,36,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ACHAKAN-720[38],A-720[38],ACHAKAN-ANGRAKHU,RENT,ORANGE,38,3500,,,1,ORANGE COLOUR,,AVAILIBLE 
ANGRAKHU-721[40],A-721[40],ACHAKAN-ANGRAKHU,RENT,ORANGE,40,11000,,,1,DARK ORANGE TISHYU,,AVAILIBLE 
ACHAKAN-722[40],A-722[40],ACHAKAN-ANGRAKHU,RENT,ORANGE,40,7000,,,1,ORANGE GREEN HANWORK,,AVAILIBLE 
ACHAKAN-723[42],A-723[42],ACHAKAN-ANGRAKHU,RENT,GULABI,42,3500,,,1,RANI GULABI ,,AVAILIBLE 
ANGRAKHU-724[36],A-724[36],ACHAKAN-ANGRAKHU,RENT,GULABI,36,11000,,,1,DARK GULABI TISHYU,,AVAILIBLE 
ACHAKAN-725[38],A-725[38],ACHAKAN-ANGRAKHU,RENT,CREAM,38,3500,,,1,CREAM GOLDEN MARUN TAPKI,,AVAILIBLE 
ACHAKAN-726[34],A-726[34],ACHAKAN-ANGRAKHU,RENT,ORANGE,34,3500,,,1,ORANGE GREEN TAPKI,,AVAILIBLE 
ANGRAKHU-727[38],A-727[38],ACHAKAN-ANGRAKHU,RENT,PICH,38,15000,,,1,PICH GULABI DIAMOND TACHAP,,AVAILIBLE 
ANGRAKHU-728[38],A-728[38],ACHAKAN-ANGRAKHU,RENT,GOLDEN,38,11000,,,1,DARK GOLDEN TISHYU,,AVAILIBLE 
ANGRAKHU-729[40],A-729[40],ACHAKAN-ANGRAKHU,RENT,GOLDEN,40,15000,,,1,GOLDEN TISHYU DIAMOND TACHAP,,AVAILIBLE 
ANGRAKHU-730[36],A-730[36],ACHAKAN-ANGRAKHU,RENT,GOLDEN,36,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ANGRAKHU-731[42],A-731[42],ACHAKAN-ANGRAKHU,RENT,GREEN,42,7000,,,1,GREEN VELVET HATHI,,AVAILIBLE 
ANGRAKHU-732[34],A-732[34],ACHAKAN-ANGRAKHU,RENT,ORANGE,34,11000,,,1,ORANGE TISHYU,,AVAILIBLE 
ANGRAKHU-733[40],A-733[40],ACHAKAN-ANGRAKHU,RENT,GOLDEN,40,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ACHAKAN-734[40],A-734[40],ACHAKAN-ANGRAKHU,RENT,PISTA,40,3500,,,1,PISTA NEW ,,AVAILIBLE 
ANGRAKHU-735[38],A-735[38],ACHAKAN-ANGRAKHU,RENT,GOLDEN,38,15000,,,1,GOLDEN TISHYU TACHAP,,AVAILIBLE 
ANGRAKHU-736[44],A-736[44],ACHAKAN-ANGRAKHU,RENT,ORANGE,44,11000,,,1,ORANGE TISHYU,,AVAILIBLE 
ACHAKAN-737[38],A-737[38],ACHAKAN-ANGRAKHU,RENT,ORANGE,38,3500,,,1,ORANGE COLOUR,,AVAILIBLE 
ACHAKAN-738[36],A-738[36],ACHAKAN-ANGRAKHU,RENT,GULABI,36,3500,,,1,GULABI MARUN TAPKI,,AVAILIBLE 
ANGRAKHU-739[38],A-739[38],ACHAKAN-ANGRAKHU,RENT,GOLDEN,38,15000,,,1,GOLDEN TISHYU TACHAP,,AVAILIBLE 
ANGRAKHU-740[40],A-740[40],ACHAKAN-ANGRAKHU,RENT,GOLDEN,40,11000,,,1,GOLDEN TISHYU ,,AVAILIBLE 
ANGRAKHU-741[34],A-741[34],ACHAKAN-ANGRAKHU,RENT,GULABI,34,7000,,,1,GULABI VELVET HATHI,,AVAILIBLE 
ANGRAKHU-742[32],A-742[32],ACHAKAN-ANGRAKHU,RENT,GULABI,32,11000,,,1,LIGHT GULABI TISHYU,,AVAILIBLE 
ACHAKAN-743[36],A-743[36],ACHAKAN-ANGRAKHU,RENT,ORANGE,36,3500,,,1,ORANGE COLOUR,,AVAILIBLE 
ANGRAKHU-744[36],A-744[36],ACHAKAN-ANGRAKHU,RENT,GOLDEN,36,15000,,,1,GOLDEN TISHYU DIAMOND TACHAP,,AVAILIBLE 
ANGRAKHU-745[38],A-745[38],ACHAKAN-ANGRAKHU,RENT,ORANGE,38,11000,,,1,ORANGE TISHYU,,AVAILIBLE 
ACHAKAN-746[38],A-746[38],ACHAKAN-ANGRAKHU,RENT,GULABI,38,7000,,,1,GULABI HANWORK,,AVAILIBLE 
ANGRAKHU-747[36],A-747[36],ACHAKAN-ANGRAKHU,RENT,ORANGE,36,11000,,,1,ORANGE TISHYU DORI,,AVAILIBLE 
ACHAKAN748-[36],A-[748],ACHAKAN-ANGRAKHU,RENT,GULABI,36,11000,,,1,GULABI HANWORK HATHI,,AVAILIBLE 
ANGRAKHU-749[42],A-749[42],ACHAKAN-ANGRAKHU,RENT,MARUN,42,7000,,,1,MARUN VELVET,,AVAILIBLE 
ACHAKAN-750[38],A-750[38],ACHAKAN-ANGRAKHU,RENT,ORANGE,38,3500,,,1,ORANGE MARUN TAPKI,,AVAILIBLE 
ANGRAKHU-751[38],A-751[38],ACHAKAN-ANGRAKHU,RENT,MARUN,38,7000,,,1,MARUN VELVET DORI HATHI,,AVAILIBLE 
ACHAKAN-752[32],A-752[32],ACHAKAN-ANGRAKHU,RENT,GOLDEN,32,3500,,,1,GOLDEN MARUN TAPKI[SHORT],,AVAILIBLE 
ACHAKAN-753[36],A-753[36],ACHAKAN-ANGRAKHU,RENT,GOLDEN,36,3500,,,1,GOLDEN GULABI,,AVAILIBLE 
ACHAKAN-754[38],A-754[38],ACHAKAN-ANGRAKHU,RENT,GULABI,38,11000,,,1,GULABI HANWORK HATHI,,AVAILIBLE 
ANGRAKHU-755[40],A-755[40],ACHAKAN-ANGRAKHU,RENT,GULABI,40,7000,,,1,GULABI VELVET HATHI,,AVAILIBLE 
ANGRAKHU-756[36],A-756[36],ACHAKAN-ANGRAKHU,RENT,ORANGE,36,11000,,,1,ORANGE TISHYU ,,AVAILIBLE 
ANGRAKHU-757[38],A-757[38],ACHAKAN-ANGRAKHU,RENT,GOLDEN,38,11000,,,1,GOLDEN TISHYU ,,AVAILIBLE 
ACHAKAN-758[36],A-758[36],ACHAKAN-ANGRAKHU,RENT,PICH,36,3500,,,1,PICH MARUN ,,AVAILIBLE 
ANGRAKHU-759[40],A-759[40],ACHAKAN-ANGRAKHU,RENT,GOLDEN,40,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ANGRAKHU-760[38],A-760[38],ACHAKAN-ANGRAKHU,RENT,GOLDEN,38,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ANGRAKHU-762[38],A-762[38],ACHAKAN-ANGRAKHU,RENT,PICH,38,11000,,,1,PICH GULABI TISHYU,,AVAILIBLE 
ACHAKAN-763[38],A-763[38],ACHAKAN-ANGRAKHU,RENT,PICH,38,4000,,,1,PICH AMRODARY,,AVAILIBLE 
ANGRAKHU-764[38],A-764[38],ACHAKAN-ANGRAKHU,RENT,PICH,38,15000,,,1,PICH TISHYU DIAMOND TACHAP,,AVAILIBLE 
ANGRAKHU-765[41],A-765[41],ACHAKAN-ANGRAKHU,RENT,GULABI,41,110000,,,1,GULABI TISHYU CHEKSH,,AVAILIBLE 
ACHAKAN-766[40],A-766[40],ACHAKAN-ANGRAKHU,RENT,ORANGE,40,3500,,,1,ORANGE COLOUR,,AVAILIBLE 
ANGRAKHU-767[40],A-767[40],ACHAKAN-ANGRAKHU,RENT,GULABI,40,11000,,,1,GULABI TISHYU,,AVAILIBLE 
ANGRAKHU-768[42],A-768[42],ACHAKAN-ANGRAKHU,RENT,PICH,42,11000,,,1,PICH TISHYU,,AVAILIBLE 
ACHAKAN-769[36],A-769[36],ACHAKAN-ANGRAKHU,RENT,ORANGE,36,3500,,,1,ORANGE GREEN TAPKI,,AVAILIBLE 
ACHAKAN-770[40],A-770[40],ACHAKAN-ANGRAKHU,RENT,GULABI,40,3500,,,1,LIGHT GULABI MARUN TAPKI,,AVAILIBLE 
ACHAKAN-771[34],A-771[34],ACHAKAN-ANGRAKHU,RENT,GULABI,34,3500,,,1,LIGHT GULABI,,AVAILIBLE 
ANGRAKHU-772[36],A-772[36],ACHAKAN-ANGRAKHU,RENT,GULABI,36,25000,,,1,GULABI  HANDWORK HATHI GHODA,,AVAILIBLE 
ACHAKAN-773[32],A-773[32],ACHAKAN-ANGRAKHU,RENT,GULABI,32,3500,,,1,LIGHT GULABI,,AVAILIBLE 
ACHAKAN-774[42],A-774[42],ACHAKAN-ANGRAKHU,RENT,PICH,42,4000,,,1,PICH GULABI AMRODARY,,AVAILIBLE 
ANGRAKHU-775[34],A-775[34],ACHAKAN-ANGRAKHU,RENT,GOLDEN,34,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ANGRAKHU-776[38],A-776[38],ACHAKAN-ANGRAKHU,RENT,PICH,38,11000,,,1,GAJRI TISHYU,,AVAILIBLE 
ANGRAKHU-777[36],A-777[36],ACHAKAN-ANGRAKHU,RENT,GULABI,36,7000,,,1,GULABI VELVET HATHI,,AVAILIBLE 
ANGRAKHU-778[34],A-778[34],ACHAKAN-ANGRAKHU,RENT,MARUN,34,7000,,,1,MARUN VELVET DORI HATHI,,AVAILIBLE 
ANGRAKHU-779[40],A-779[40],ACHAKAN-ANGRAKHU,RENT,MARUN,40,7000,,,1,MARUN VELVET DORI,,AVAILIBLE 
ACHAKAN-780[34],A-780[34],ACHAKAN-ANGRAKHU,RENT,PICH,34,3500,,,1,PICH MARUN TAPKI,,AVAILIBLE 
ANGRAKHU-781[36],A-781[36],ACHAKAN-ANGRAKHU,RENT,ORANGE,36,7000,,,1,DARK ORANGE VELVET,,AVAILIBLE 
ANGRAKHU-782[38],A-782[38],ACHAKAN-ANGRAKHU,RENT,GOLDEN,38,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ANGRAKHU-783[42],A-783[42],ACHAKAN-ANGRAKHU,RENT,GULABI,42,15000,,,1,GULABI TISHYU TACHAP,,AVAILIBLE 
ANGRAKHU-784[36],A-784[36],ACHAKAN-ANGRAKHU,RENT,ORANGE,36,11000,,,1,LIGHT ORANGE TISHYU,,AVAILIBLE 
ANGRAKHU-785[42],A-785[42],ACHAKAN-ANGRAKHU,RENT,GOLDEN,42,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ANGRAKHU-786[40],A-786[40],ACHAKAN-ANGRAKHU,RENT,GOLDEN,40,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ANGRAKHU-787[38],A-787[38],ACHAKAN-ANGRAKHU,RENT,GULABI,38,15000,,,1,GULABI TISHYU DIAMOND TACHAP,,AVAILIBLE 
ACHAKAN-788[42],A-788[42],ACHAKAN-ANGRAKHU,RENT,GULABI,42,7000,,,1,GULABI HANDWORK,,AVAILIBLE 
ANGRAKHU-789[49],A-789[49],ACHAKAN-ANGRAKHU,RENT,GOLDEN,49,11000,,,1,GOLDEN TISHYU,,AVAILIBLE 
ACHAKAN-790[38],A-790[38],ACHAKAN-ANGRAKHU,RENT,GULABI,38,7000,,,1,GULABI HANDWORK,,AVAILIBLE 
ACHAKAN-791[40],A-791[40],ACHAKAN-ANGRAKHU,RENT,GULABI,40,7000,,,1,GULABI VELVET HANDWORK,,AVAILIBLE 
ANGRAKHU-792[34],A-792[34],ACHAKAN-ANGRAKHU,RENT,PICH,34,11000,,,1,PICH AMRODARY DIAMOND TACHAP,,AVAILIBLE 
ANGRAKHU-793[36],A-793[36],ACHAKAN-ANGRAKHU,RENT,PICH,36,11000,,,1,PICH TISHYU,,AVAILIBLE 
ACHAKAN-794[40],A-794[40],ACHAKAN-ANGRAKHU,RENT,CREAM,40,3500,,,1,CREAM VELVALU,,AVAILIBLE 
ANGRAKHU-795[40],A-795[40],ACHAKAN-ANGRAKHU,RENT,GULABI,40,11000,,,1,LIGHT GULABI TISHYU,,AVAILIBLE 
